SampleName	HET	HOM	Farm	Strain	Stage	Sex
ZQLY4F326223	5288846	3376760	ZQ	LY	Stage4	F
ZQLY4F326325	5680839	3150296	ZQ	LY	Stage4	F
ZQLY4F429080	5732798	2932254	ZQ	LY	Stage4	F
ZQLY4F428672	5706568	3149063	ZQ	LY	Stage4	F
ZQLY4F325611	5443077	3246351	ZQ	LY	Stage4	F
ZQLY4F326122	5722879	3148748	ZQ	LY	Stage4	F
ZQLY4F327243	5911019	3011617	ZQ	LY	Stage4	F
ZQLY4F224283	5985215	3022787	ZQ	LY	Stage4	F
ZQLY4F327141	5742857	3132350	ZQ	LY	Stage4	F
ZQLY4F428977	5883203	3001570	ZQ	LY	Stage4	F
ZQLY4F532550	5707972	3185163	ZQ	LY	Stage4	F
ZQLY4F327039	6296024	3000142	ZQ	LY	Stage4	F
ZQLY4F633467	6073353	2929689	ZQ	LY	Stage4	F
ZQLY4F531325	5991437	2966781	ZQ	LY	Stage4	F
ZQLY4F530509	5160779	3536352	ZQ	LY	Stage4	F
ZQLY4F634487	5454262	3216111	ZQ	LY	Stage4	F
ZQLY4F533059	5630361	3092556	ZQ	LY	Stage4	F
ZQLY4F531835	5679512	3204213	ZQ	LY	Stage4	F
ZQLY4F634691	5295218	3240746	ZQ	LY	Stage4	F
ZQLY4F634385	5419713	3375320	ZQ	LY	Stage4	F
ZQLY4M223570	5556935	3247280	ZQ	LY	Stage4	M
ZQLY4M120408	6296066	2875837	ZQ	LY	Stage4	M
ZQLY4F635102	5097579	3565662	ZQ	LY	Stage4	F
ZQLY4M121122	4792964	3551235	ZQ	LY	Stage4	M
ZQLY4F635612	5707961	3075602	ZQ	LY	Stage4	F
ZQLY4M325918	5914334	2962093	ZQ	LY	Stage4	M
ZQLY4M223060	6239355	2899565	ZQ	LY	Stage4	M
ZQLY4F634793	6265296	2851014	ZQ	LY	Stage4	F
ZQLY4M326938	6360482	2779410	ZQ	LY	Stage4	M
ZQLY4M120101	6269974	2967498	ZQ	LY	Stage4	M
ZQLY4M429590	5885104	3083813	ZQ	LY	Stage4	M
ZQLY4M427448	6054397	2952186	ZQ	LY	Stage4	M
ZQLY4M223264	5803927	3032413	ZQ	LY	Stage4	M
ZQLY4M325000	5574065	3265885	ZQ	LY	Stage4	M
ZQLY4M326734	5374524	3358215	ZQ	LY	Stage4	M
ZQLY4M224896	5615188	3129476	ZQ	LY	Stage4	M
ZQLY4M326530	5564666	3315907	ZQ	LY	Stage4	M
ZQLY4M325816	5692298	3094454	ZQ	LY	Stage4	M
ZQLY4M429692	5944789	2917611	ZQ	LY	Stage4	M
ZQLY4M428467	5712287	3226534	ZQ	LY	Stage4	M
ZQLY4M530000	5205768	3410955	ZQ	LY	Stage4	M
ZQLY4M530204	4925987	3582049	ZQ	LY	Stage4	M
ZQLY4M531733	5597068	3237140	ZQ	LY	Stage4	M
ZQLY4M531224	6292490	2937313	ZQ	LY	Stage4	M
ZQLY4M531530	5978381	3041656	ZQ	LY	Stage4	M
ZQLY4M532141	6182399	2868602	ZQ	LY	Stage4	M
ZQLY4M531938	5434546	3239444	ZQ	LY	Stage4	M
ZQLY4M532753	5776477	3092241	ZQ	LY	Stage4	M
ZQLY4M532652	5114693	3558740	ZQ	LY	Stage4	M
ZQLY4M634080	5989888	2970661	ZQ	LY	Stage4	M
ZQLY4M635714	5303566	3330720	ZQ	LY	Stage4	M
ZQYL3M636428	6179901	2944421	ZQ	YL	Stage3	M
ZQYL2M471529	7057818	2548618	ZQ	YL	Stage2	M
ZQLY4M532448	5408806	3417842	ZQ	LY	Stage4	M
ZQLY4M635203	5546174	3227891	ZQ	LY	Stage4	M
CHLY1M280713	6232847	2819710	CH	LY	Stage1	M
ZQLY4M634590	5351235	3351602	ZQ	LY	Stage4	M
CHYL1F177855	6373981	2793638	CH	YL	Stage1	F
ZQLY4M633978	5948513	3004804	ZQ	LY	Stage4	M
ZQLY4M633672	6267955	2836034	ZQ	LY	Stage4	M
ZQLY4M633774	6336179	2889712	ZQ	LY	Stage4	M
ZQLY4M635306	5491394	3296377	ZQ	LY	Stage4	M
CHYL2M489385	6137519	2835018	CH	YL	Stage2	M
CHLY2M489589	6242472	2872305	CH	LY	Stage2	M
CHLY2M491529	6378161	2808749	CH	LY	Stage2	M
CHLY2M490713	6227418	2815423	CH	LY	Stage2	M
CHLY2F385407	6469764	2707961	CH	LY	Stage2	F
CHLY2F492243	6386611	2718013	CH	LY	Stage2	F
CHLY2F492447	6426577	2722719	CH	LY	Stage2	F
ZQLY2F471223	5902151	2975407	ZQ	LY	Stage2	F
CHYL2F494283	6223059	2872243	CH	YL	Stage2	F
HMYL3F251631	6309889	2785971	HM	YL	Stage3	F
HMYL4M100204	6299100	2882944	HM	YL	Stage4	M
HMLY4M612652	6085285	2823085	HM	LY	Stage4	M
HMYL4M306326	6201897	2816743	HM	YL	Stage4	M
HMLY1F356529	6146323	2851004	HM	LY	Stage1	F
ZQLY4M122040	5634031	3154874	ZQ	LY	Stage4	M
ZQLY3F738365	6328106	2916246	ZQ	LY	Stage3	F
HMLY2F458977	6086245	2890216	HM	LY	Stage2	F
ZQYL4F224691	5617812	3154863	ZQ	YL	Stage4	F
ZQLY4M326020	5173349	3343387	ZQ	LY	Stage4	M
