SampleName	HET	HOM	Farm	Strain	Stage	Sex
HMLY3M713060Cyclone	36400	18016	HM	LY	Stage3	M
HMLY3M714691Cyclone	32795	18340	HM	LY	Stage3	M
HMLY3M713876Cyclone	33871	17439	HM	LY	Stage3	M
HMLY3M713774Cyclone	35323	18080	HM	LY	Stage3	M
HMLY3M716122Cyclone	34533	18108	HM	LY	Stage3	M
HMLY3M253468Cyclone	38030	17931	HM	LY	Stage3	M
HMLY3M818060Cyclone	34663	18260	HM	LY	Stage3	M
HMLY3M818570Cyclone	34984	18599	HM	LY	Stage3	M
HMLY3M918978Cyclone	35094	17915	HM	LY	Stage3	M
HMLY3M919692Cyclone	34687	18163	HM	LY	Stage3	M
HMLY4F100509Cyclone	45978	17365	HM	LY	Stage4	F
HMLY4F203365Cyclone	34502	18217	HM	LY	Stage4	F
HMLY4F305918Cyclone	36354	17806	HM	LY	Stage4	F
HMLY4F101325Cyclone	36061	17380	HM	LY	Stage4	F
HMLY3M919794Cyclone	36932	18364	HM	LY	Stage3	M
HMLY4F611325Cyclone	37042	17638	HM	LY	Stage4	F
HMLY4F612243Cyclone	36012	18100	HM	LY	Stage4	F
HMLY4F510407Cyclone	37719	17795	HM	LY	Stage4	F
HMLY4M100408Cyclone	33729	18486	HM	LY	Stage4	M
HMLY4F305510Cyclone	35794	18182	HM	LY	Stage4	F
HMLY4F407549Cyclone	34575	18307	HM	LY	Stage4	F
HMLY4F510101Cyclone	34163	18555	HM	LY	Stage4	F
HMLY4F407345Cyclone	34965	17779	HM	LY	Stage4	F
HMLY4M203264Cyclone	36164	18178	HM	LY	Stage4	M
HMLY4M202958Cyclone	33859	18749	HM	LY	Stage4	M
HMLY4M203060Cyclone	33176	18894	HM	LY	Stage4	M
HMLY4M202856Cyclone	35180	18128	HM	LY	Stage4	M
HMLY4M101836Cyclone	37475	17206	HM	LY	Stage4	M
HMLY4M304590Cyclone	33586	18393	HM	LY	Stage4	M
HMYL1F354589Cyclone	34629	17743	HM	YL	Stage1	F
HMLY4M509692Cyclone	35250	18094	HM	LY	Stage4	M
HMLY4M509794Cyclone	35569	17822	HM	LY	Stage4	M
HMLY4M409488Cyclone	37223	18104	HM	LY	Stage4	M
HMLY4M305714Cyclone	34356	18085	HM	LY	Stage4	M
HMYL1F356733Cyclone	37269	18006	HM	YL	Stage1	F
HMYL1F355305Cyclone	36097	18178	HM	YL	Stage1	F
HMYL1M354487Cyclone	34737	18603	HM	YL	Stage1	M
HMYL1F355509Cyclone	35240	17671	HM	YL	Stage1	F
HMYL1M355815Cyclone	33892	18737	HM	YL	Stage1	M
HMYL1F356937Cyclone	35977	18111	HM	YL	Stage1	F
HMYL1F357345Cyclone	38844	17109	HM	YL	Stage1	F
HMYL1F357753Cyclone	36262	18185	HM	YL	Stage1	F
HMYL1M355611Cyclone	34817	18096	HM	YL	Stage1	M
HMYL1M354895Cyclone	34730	18115	HM	YL	Stage1	M
HMYL1M354691Cyclone	28958	716	HM	YL	Stage1	M
HMYL1M355099Cyclone	34573	18198	HM	YL	Stage1	M
HMYL1M356631Cyclone	38027	18220	HM	YL	Stage1	M
HMYL1F356121Cyclone	35453	17502	HM	YL	Stage1	F
HMYL1M357243Cyclone	35359	17961	HM	YL	Stage1	M
HMYL2F459181Cyclone	34335	17764	HM	YL	Stage2	F
HMYL2F358365Cyclone	35794	17802	HM	YL	Stage2	F
HMYL2F459793Cyclone	33522	18138	HM	YL	Stage2	F
HMYL2F459589Cyclone	33814	18101	HM	YL	Stage2	F
HMYL2F461121Cyclone	34534	17785	HM	YL	Stage2	F
HMYL2F460101Cyclone	38721	17432	HM	YL	Stage2	F
HMYL2M459283Cyclone	34579	18403	HM	YL	Stage2	M
HMYL2F458773Cyclone	32660	17881	HM	YL	Stage2	F
HMYL2M460815Cyclone	35295	18918	HM	YL	Stage2	M
HMYL2F459997Cyclone	36092	18068	HM	YL	Stage2	F
HMYL2M458875Cyclone	35510	18288	HM	YL	Stage2	M
HMYL2M461019Cyclone	35047	17729	HM	YL	Stage2	M
HMYL2F460713Cyclone	35831	17783	HM	YL	Stage2	F
HMYL2M459079Cyclone	34068	18442	HM	YL	Stage2	M
HMYL2M358263Cyclone	37220	17804	HM	YL	Stage2	M
HMYL2F461325Cyclone	36094	17527	HM	YL	Stage2	F
HMYL2M358467Cyclone	33585	18691	HM	YL	Stage2	M
HMYL2M461223Cyclone	36735	18018	HM	YL	Stage2	M
HMYL2M460203Cyclone	35463	17991	HM	YL	Stage2	M
HMYL2M461631Cyclone	36614	17409	HM	YL	Stage2	M
HMYL3F150611Cyclone	35281	17363	HM	YL	Stage3	F
HMYL3F713263Cyclone	36453	18018	HM	YL	Stage3	F
HMYL3F712957Cyclone	34790	17875	HM	YL	Stage3	F
HMYL3F715407Cyclone	35121	17798	HM	YL	Stage3	F
HMYL3F714283Cyclone	33344	18635	HM	YL	Stage3	F
HMYL3F715000Cyclone	34918	18098	HM	YL	Stage3	F
HMYL3F713467Cyclone	36190	17797	HM	YL	Stage3	F
HMYL3F714895Cyclone	35576	17414	HM	YL	Stage3	F
HMYL2M462039Cyclone	34239	18233	HM	YL	Stage2	M
HMYL3F253162Cyclone	35684	18198	HM	YL	Stage3	F
HMYL3F252243Cyclone	35253	18020	HM	YL	Stage3	F
HMYL3F818263Cyclone	35598	17222	HM	YL	Stage3	F
HMYL3F818161Cyclone	34973	17894	HM	YL	Stage3	F
HMYL3F817549Cyclone	43746	18209	HM	YL	Stage3	F
HMYL3F715305Cyclone	36668	18055	HM	YL	Stage3	F
HMYL3F919079Cyclone	34891	18151	HM	YL	Stage3	F
HMYL3F818467Cyclone	35450	17694	HM	YL	Stage3	F
HMYL3F919589Cyclone	33653	17576	HM	YL	Stage3	F
HMYL3F919895Cyclone	36218	17828	HM	YL	Stage3	F
HMYL3F920099Cyclone	35939	17831	HM	YL	Stage3	F
HMYL3M150714Cyclone	33973	18389	HM	YL	Stage3	M
HMYL3M151122Cyclone	34458	18707	HM	YL	Stage3	M
HMYL3M254080Cyclone	31582	18382	HM	YL	Stage3	M
HMYL3M251938Cyclone	34177	17608	HM	YL	Stage3	M
HMYL3M150816Cyclone	33733	18290	HM	YL	Stage3	M
HMYL3M253672Cyclone	35112	18356	HM	YL	Stage3	M
HMYL3M713366Cyclone	34910	18121	HM	YL	Stage3	M
HMYL3M252549Cyclone	35024	19058	HM	YL	Stage3	M
HMYL3M253570Cyclone	35108	17967	HM	YL	Stage3	M
HMYL3M714182Cyclone	32257	18686	HM	YL	Stage3	M
HMYL3M714080Cyclone	32554	18767	HM	YL	Stage3	M
HMYL3M715204Cyclone	37825	18189	HM	YL	Stage3	M
HMYL3M714998Cyclone	33102	18514	HM	YL	Stage3	M
HMYL3M715509Cyclone	35444	17749	HM	YL	Stage3	M
HMYL3M816734Cyclone	34749	18374	HM	YL	Stage3	M
HMYL3M816632Cyclone	34148	18064	HM	YL	Stage3	M
HMYL3M715816Cyclone	33392	18501	HM	YL	Stage3	M
HMYL3M817244Cyclone	37846	17994	HM	YL	Stage3	M
HMYL3M817448Cyclone	34287	19140	HM	YL	Stage3	M
HMYL3M919182Cyclone	31918	18499	HM	YL	Stage3	M
HMYL3M919488Cyclone	35550	18362	HM	YL	Stage3	M
HMYL3M950102Cyclone	33728	17978	HM	YL	Stage3	M
HMYL4F100305Cyclone	37175	17367	HM	YL	Stage4	F
HMYL4F101529Cyclone	37383	17983	HM	YL	Stage4	F
HMYL4F100713Cyclone	34474	17800	HM	YL	Stage4	F
HMYL4F203671Cyclone	30830	18509	HM	YL	Stage4	F
HMYL4F101937Cyclone	47569	18351	HM	YL	Stage4	F
HMYL4F202345Cyclone	36241	18063	HM	YL	Stage4	F
HMYL4F204283Cyclone	35936	17687	HM	YL	Stage4	F
HMYL4F101733Cyclone	36360	18077	HM	YL	Stage4	F
HMYL4F202447Cyclone	34207	18420	HM	YL	Stage4	F
HMYL4F204385Cyclone	34854	18349	HM	YL	Stage4	F
HMYL4F304895Cyclone	35046	17786	HM	YL	Stage4	F
HMYL4F306632Cyclone	35126	18057	HM	YL	Stage4	F
HMYL4F306224Cyclone	35379	18297	HM	YL	Stage4	F
HMYL4F305099Cyclone	34995	17845	HM	YL	Stage4	F
HMYL4F306121Cyclone	34756	18047	HM	YL	Stage4	F
HMYL4F305611Cyclone	36018	18290	HM	YL	Stage4	F
HMYL4F306529Cyclone	37391	17777	HM	YL	Stage4	F
HMYL4F407039Cyclone	36728	17832	HM	YL	Stage4	F
HMYL4F306937Cyclone	35832	17874	HM	YL	Stage4	F
HMYL4F408977Cyclone	35405	17752	HM	YL	Stage4	F
HMYL4F407448Cyclone	32853	18331	HM	YL	Stage4	F
HMYL4F612447Cyclone	35158	18605	HM	YL	Stage4	F
HMYL4F409283Cyclone	33946	18559	HM	YL	Stage4	F
HMYL4F510713Cyclone	34711	18063	HM	YL	Stage4	F
HMYL4M100918Cyclone	39001	17919	HM	YL	Stage4	M
HMYL4M100102Cyclone	35683	17458	HM	YL	Stage4	M
HMYL4F510917Cyclone	33692	17994	HM	YL	Stage4	F
HMYL4M100816Cyclone	36103	18148	HM	YL	Stage4	M
HMYL4F510099Cyclone	34489	18218	HM	YL	Stage4	F
HMYL4M204080Cyclone	32992	19260	HM	YL	Stage4	M
HMYL4F611121Cyclone	34740	17928	HM	YL	Stage4	F
HMYL4M203570Cyclone	35321	18274	HM	YL	Stage4	M
HMYL4M304997Cyclone	34412	19136	HM	YL	Stage4	M
HMYL4M202652Cyclone	34780	17577	HM	YL	Stage4	M
HMYL4M203875Cyclone	33763	19313	HM	YL	Stage4	M
HMYL4M305816Cyclone	34024	18369	HM	YL	Stage4	M
HMYL4M306020Cyclone	32201	18444	HM	YL	Stage4	M
HMYL4M306734Cyclone	34698	18352	HM	YL	Stage4	M
HMYL4M306428Cyclone	34171	18201	HM	YL	Stage4	M
HMYL4M407856Cyclone	33233	18156	HM	YL	Stage4	M
HMYL4M407142Cyclone	35137	18171	HM	YL	Stage4	M
HMYL4M408263Cyclone	32828	18035	HM	YL	Stage4	M
HMYL4M407958Cyclone	34923	18112	HM	YL	Stage4	M
HMYL4M409182Cyclone	34552	18241	HM	YL	Stage4	M
HMYL4M612856Cyclone	29874	18548	HM	YL	Stage4	M
HMYL4M611428Cyclone	32897	19127	HM	YL	Stage4	M
ZQLY1F365611Cyclone	36138	17760	ZQ	LY	Stage1	F
HMYL4M509998Cyclone	34815	18666	HM	YL	Stage4	M
HMYL4M612040Cyclone	37629	18134	HM	YL	Stage4	M
ZQLY1F366019Cyclone	35150	18421	ZQ	LY	Stage1	F
HMYL4M612142Cyclone	34912	17972	HM	YL	Stage4	M
ZQLY1F366223Cyclone	36021	18308	ZQ	LY	Stage1	F
ZQLY1F366427Cyclone	35259	17789	ZQ	LY	Stage1	F
HMYL4M408774Cyclone	34667	18586	HM	YL	Stage4	M
ZQLY1F365815Cyclone	35508	18275	ZQ	LY	Stage1	F
ZQLY1F366631Cyclone	34853	18157	ZQ	LY	Stage1	F
ZQLY1F366835Cyclone	34401	18392	ZQ	LY	Stage1	F
ZQLY1F367243Cyclone	34925	18632	ZQ	LY	Stage1	F
ZQLY1F367651Cyclone	34544	18839	ZQ	LY	Stage1	F
ZQLY1F367447Cyclone	34453	18261	ZQ	LY	Stage1	F
ZQLY1F367855Cyclone	32169	19690	ZQ	LY	Stage1	F
ZQLY1F368059Cyclone	31802	19599	ZQ	LY	Stage1	F
ZQLY1F368263Cyclone	35271	17989	ZQ	LY	Stage1	F
ZQLY1F369079Cyclone	33105	18904	ZQ	LY	Stage1	F
ZQLY1F369283Cyclone	34358	18916	ZQ	LY	Stage1	F
ZQLY1M365713Cyclone	33288	19079	ZQ	LY	Stage1	M
ZQLY1F368875Cyclone	35819	17741	ZQ	LY	Stage1	F
ZQLY1M365509Cyclone	34055	18558	ZQ	LY	Stage1	M
ZQLY1F368671Cyclone	34744	18202	ZQ	LY	Stage1	F
ZQLY1F368467Cyclone	33308	19037	ZQ	LY	Stage1	F
ZQLY1M366529Cyclone	32754	19459	ZQ	LY	Stage1	M
ZQLY1M366121Cyclone	33710	18393	ZQ	LY	Stage1	M
ZQLY1M366325Cyclone	32656	19087	ZQ	LY	Stage1	M
ZQLY1M365917Cyclone	34439	18467	ZQ	LY	Stage1	M
ZQLY1M366733Cyclone	33153	19034	ZQ	LY	Stage1	M
ZQLY1M366937Cyclone	32260	18435	ZQ	LY	Stage1	M
ZQLY1M367141Cyclone	34332	18787	ZQ	LY	Stage1	M
ZQLY1M367753Cyclone	33885	18500	ZQ	LY	Stage1	M
ZQLY1M367345Cyclone	32483	19513	ZQ	LY	Stage1	M
ZQLY1M368569Cyclone	32371	18880	ZQ	LY	Stage1	M
ZQLY1M368161Cyclone	32922	19241	ZQ	LY	Stage1	M
ZQLY1M368365Cyclone	34904	18100	ZQ	LY	Stage1	M
ZQLY2F470203Cyclone	31617	19433	ZQ	LY	Stage2	F
ZQLY1M369385Cyclone	37855	16762	ZQ	LY	Stage1	M
ZQLY1M368977Cyclone	34081	18855	ZQ	LY	Stage1	M
ZQLY2F469895Cyclone	35299	17240	ZQ	LY	Stage2	F
ZQLY1M369181Cyclone	32107	19196	ZQ	LY	Stage1	M
