SampleName	HET	HOM	Farm	Strain	Stage	Sex
ZQLY3M840918Cyclone	29527	15676	ZQ	LY	Stage3	M
ZQLY3M841734Cyclone	28085	16911	ZQ	LY	Stage3	M
ZQLY3M842958Cyclone	28446	16800	ZQ	LY	Stage3	M
ZQLY3M843263Cyclone	27447	17112	ZQ	LY	Stage3	M
ZQLY3M843366Cyclone	28634	16604	ZQ	LY	Stage3	M
ZQLY3M843468Cyclone	27848	17162	ZQ	LY	Stage3	M
ZQLY3M843672Cyclone	30009	16165	ZQ	LY	Stage3	M
ZQLY4F120306Cyclone	25933	16943	ZQ	LY	Stage4	F
ZQLY3M944284Cyclone	29478	15206	ZQ	LY	Stage3	M
ZQLY4F121427Cyclone	31638	14684	ZQ	LY	Stage4	F
ZQLY4F224079Cyclone	28752	15423	ZQ	LY	Stage4	F
ZQLY4F120204Cyclone	30189	14828	ZQ	LY	Stage4	F
ZQLY4F222855Cyclone	27346	15457	ZQ	LY	Stage4	F
ZQLY3M944488Cyclone	30835	14579	ZQ	LY	Stage3	M
ZQLY4F223161Cyclone	25775	15502	ZQ	LY	Stage4	F
ZQLY4F222753Cyclone	28245	16386	ZQ	LY	Stage4	F
ZQLY4F122243Cyclone	31014	14818	ZQ	LY	Stage4	F
ZQLY4F224283Cyclone	30770	14920	ZQ	LY	Stage4	F
ZQLY4F325611Cyclone	29107	15879	ZQ	LY	Stage4	F
ZQLY4F327141Cyclone	30891	14770	ZQ	LY	Stage4	F
ZQLY4F325101Cyclone	33322	13884	ZQ	LY	Stage4	F
ZQLY4F429080Cyclone	30292	14327	ZQ	LY	Stage4	F
ZQLY4F326223Cyclone	28672	16415	ZQ	LY	Stage4	F
ZQLY4F428672Cyclone	30432	15231	ZQ	LY	Stage4	F
ZQLY4F326122Cyclone	30162	15288	ZQ	LY	Stage4	F
ZQLY4F326325Cyclone	29123	14957	ZQ	LY	Stage4	F
ZQLY4F327243Cyclone	29835	14546	ZQ	LY	Stage4	F
ZQLY4F532550Cyclone	30042	15539	ZQ	LY	Stage4	F
ZQLY4F428977Cyclone	30985	14604	ZQ	LY	Stage4	F
ZQLY4F533059Cyclone	29917	14933	ZQ	LY	Stage4	F
ZQLY4F530509Cyclone	26486	17240	ZQ	LY	Stage4	F
ZQLY4F327039Cyclone	33418	14369	ZQ	LY	Stage4	F
ZQLY4F326427Cyclone	28306	15902	ZQ	LY	Stage4	F
ZQLY4F531835Cyclone	29024	15258	ZQ	LY	Stage4	F
ZQLY4F427651Cyclone	31381	14503	ZQ	LY	Stage4	F
ZQLY4F531325Cyclone	30876	14267	ZQ	LY	Stage4	F
ZQLY4F633467Cyclone	31883	14290	ZQ	LY	Stage4	F
ZQLY4F634385Cyclone	23624	15968	ZQ	LY	Stage4	F
ZQLY4F635612Cyclone	28295	14857	ZQ	LY	Stage4	F
ZQLY4F634487Cyclone	28173	15695	ZQ	LY	Stage4	F
ZQLY4F634691Cyclone	28898	15521	ZQ	LY	Stage4	F
ZQLY4F634793Cyclone	32423	13851	ZQ	LY	Stage4	F
ZQLY4F635102Cyclone	27948	17199	ZQ	LY	Stage4	F
ZQLY4M120101Cyclone	31986	14629	ZQ	LY	Stage4	M
ZQLY4M120408Cyclone	30239	14386	ZQ	LY	Stage4	M
ZQLY4M121122Cyclone	24590	17415	ZQ	LY	Stage4	M
ZQLY4M223060Cyclone	31945	14399	ZQ	LY	Stage4	M
ZQLY4M223264Cyclone	30064	15039	ZQ	LY	Stage4	M
ZQLY4M223570Cyclone	27096	16075	ZQ	LY	Stage4	M
ZQLY4M224896Cyclone	28728	15505	ZQ	LY	Stage4	M
ZQLY4M325000Cyclone	28083	16124	ZQ	LY	Stage4	M
ZQLY4M325816Cyclone	28206	15234	ZQ	LY	Stage4	M
ZQLY4M325918Cyclone	31117	14585	ZQ	LY	Stage4	M
ZQLY4M326530Cyclone	28387	16152	ZQ	LY	Stage4	M
ZQLY4M326734Cyclone	26184	16374	ZQ	LY	Stage4	M
ZQLY4M326938Cyclone	32287	13788	ZQ	LY	Stage4	M
ZQLY4M427448Cyclone	30615	14589	ZQ	LY	Stage4	M
ZQLY4M428467Cyclone	28335	15792	ZQ	LY	Stage4	M
ZQLY4M429590Cyclone	29729	15348	ZQ	LY	Stage4	M
ZQLY4M531224Cyclone	31780	14589	ZQ	LY	Stage4	M
ZQLY4M429692Cyclone	29789	14353	ZQ	LY	Stage4	M
ZQLY4M530000Cyclone	26587	16649	ZQ	LY	Stage4	M
ZQLY4M531530Cyclone	30076	14947	ZQ	LY	Stage4	M
ZQLY4M633978Cyclone	27186	14515	ZQ	LY	Stage4	M
ZQLY4M531733Cyclone	27042	16106	ZQ	LY	Stage4	M
ZQLY4M635306Cyclone	25615	16471	ZQ	LY	Stage4	M
ZQLY4M532753Cyclone	30031	15204	ZQ	LY	Stage4	M
ZQLY4M530204Cyclone	24563	17533	ZQ	LY	Stage4	M
ZQLY4M635714Cyclone	27029	16587	ZQ	LY	Stage4	M
ZQLY4M635203Cyclone	27957	16068	ZQ	LY	Stage4	M
ZQLY4M532448Cyclone	28667	16631	ZQ	LY	Stage4	M
ZQLY4M634590Cyclone	27862	16691	ZQ	LY	Stage4	M
ZQLY4M634080Cyclone	30765	14827	ZQ	LY	Stage4	M
ZQLY4M633672Cyclone	33840	14023	ZQ	LY	Stage4	M
ZQLY4M532652Cyclone	26310	17468	ZQ	LY	Stage4	M
ZQLY4M633774Cyclone	33965	14317	ZQ	LY	Stage4	M
ZQLY4M531938Cyclone	27608	16272	ZQ	LY	Stage4	M
ZQLY4M532141Cyclone	29049	14292	ZQ	LY	Stage4	M
ZQYL2M471529Cyclone	31121	14165	ZQ	YL	Stage2	M
ZQYL3M636428Cyclone	31671	14682	ZQ	YL	Stage3	M
CHLY2F385407Cyclone	33890	12983	CH	LY	Stage2	F
CHYL1F177855Cyclone	29409	13767	CH	YL	Stage1	F
CHLY1M280713Cyclone	30370	13929	CH	LY	Stage1	M
CHLY2M489589Cyclone	32167	14281	CH	LY	Stage2	M
CHYL2M489385Cyclone	29188	14094	CH	YL	Stage2	M
CHLY2M490713Cyclone	31736	13825	CH	LY	Stage2	M
CHLY2F492243Cyclone	32856	13020	CH	LY	Stage2	F
CHLY2F492447Cyclone	33789	13103	CH	LY	Stage2	F
HMYL4M100204Cyclone	30685	14306	HM	YL	Stage4	M
HMYL3F251631Cyclone	31341	13605	HM	YL	Stage3	F
ZQLY3F738365Cyclone	32911	14100	ZQ	LY	Stage3	F
CHLY2M491529Cyclone	32098	13790	CH	LY	Stage2	M
HMLY4M612652Cyclone	29111	13823	HM	LY	Stage4	M
HMYL4M306326Cyclone	31223	13757	HM	YL	Stage4	M
ZQLY4M122040Cyclone	29069	15361	ZQ	LY	Stage4	M
HMLY1F356529Cyclone	31487	13856	HM	LY	Stage1	F
ZQLY2F471223Cyclone	30985	14345	ZQ	LY	Stage2	F
CHYL2F494283Cyclone	31896	13917	CH	YL	Stage2	F
ZQLY4M326020Cyclone	26767	16378	ZQ	LY	Stage4	M
ZQYL4F224691Cyclone	30180	15370	ZQ	YL	Stage4	F
HMLY2F458977Cyclone	32151	13876	HM	LY	Stage2	F
