SampleName	HET	HOM	Farm	Strain	Stage	Sex
ZQLY4M224896	5485550	2693198	ZQ	LY	Stage4	M
ZQLY4M429692	5859774	2479438	ZQ	LY	Stage4	M
ZQLY4M530000	5129293	2974510	ZQ	LY	Stage4	M
ZQLY4M530204	4827338	3139623	ZQ	LY	Stage4	M
ZQLY4M531224	6193650	2502077	ZQ	LY	Stage4	M
ZQLY4M531530	5857661	2611186	ZQ	LY	Stage4	M
ZQLY4M531733	5507552	2798895	ZQ	LY	Stage4	M
ZQLY4M531938	5311476	2807226	ZQ	LY	Stage4	M
ZQLY4M532652	5049633	3119419	ZQ	LY	Stage4	M
ZQLY4M532753	5653803	2658851	ZQ	LY	Stage4	M
ZQLY4M633672	6171531	2404179	ZQ	LY	Stage4	M
ZQLY4M532448	5316404	2980474	ZQ	LY	Stage4	M
ZQLY4M532141	6079216	2436085	ZQ	LY	Stage4	M
ZQLY4M634080	5914669	2532036	ZQ	LY	Stage4	M
ZQLY4M633978	5828482	2568572	ZQ	LY	Stage4	M
ZQLY4M633774	6237091	2452436	ZQ	LY	Stage4	M
ZQLY4M635203	5447795	2793108	ZQ	LY	Stage4	M
ZQLY4M634590	5249052	2913039	ZQ	LY	Stage4	M
ZQLY4M635306	5402435	2859360	ZQ	LY	Stage4	M
ZQLY4M635714	5214506	2894427	ZQ	LY	Stage4	M
ZQYL2M471529	6677945	2134728	ZQ	YL	Stage2	M
CHYL1F177855	5910626	2385548	CH	YL	Stage1	F
CHLY1M280713	5810483	2407642	CH	LY	Stage1	M
ZQYL3M636428	6082587	2509836	ZQ	YL	Stage3	M
CHLY2M489589	6016134	2442708	CH	LY	Stage2	M
CHLY2F385407	6245935	2277993	CH	LY	Stage2	F
CHYL2M489385	5631639	2428337	CH	YL	Stage2	M
CHLY2M490713	5972560	2384471	CH	LY	Stage2	M
CHLY2F492447	6253505	2294018	CH	LY	Stage2	F
HMLY4M612652	5618619	2405818	HM	LY	Stage4	M
CHLY2F492243	6211774	2284596	CH	LY	Stage2	F
CHLY2M491529	6169393	2378883	CH	LY	Stage2	M
HMYL4M306326	5801033	2395636	HM	YL	Stage4	M
CHYL2F494283	5983730	2445980	CH	YL	Stage2	F
HMYL3F251631	5986063	2367926	HM	YL	Stage3	F
HMYL4M100204	5945915	2465792	HM	YL	Stage4	M
ZQLY3F738365	6159565	2484693	ZQ	LY	Stage3	F
HMLY1F356529	5835523	2431196	HM	LY	Stage1	F
ZQLY2F471223	5643727	2552521	ZQ	LY	Stage2	F
ZQLY4M122040	5534528	2717083	ZQ	LY	Stage4	M
ZQYL4F224691	5477404	2717004	ZQ	YL	Stage4	F
ZQLY4M326020	5094931	2905067	ZQ	LY	Stage4	M
HMLY2F458977	5802772	2463554	HM	LY	Stage2	F
